colour	x	y	key	showSelectedlegendcolour	clickSelects	fill
#00BFC4	1	1	initial -10	initial	-10	#00BFC4
#F8766D	1	1	improved -10	improved	-10	#F8766D
#00BFC4	1	1	initial -9.8	initial	-9.8	#00BFC4
#F8766D	1	1	improved -9.8	improved	-9.8	#F8766D
#00BFC4	1	1	initial -9.6	initial	-9.6	#00BFC4
#F8766D	1	1	improved -9.6	improved	-9.6	#F8766D
#00BFC4	1	1	initial -9.4	initial	-9.4	#00BFC4
#F8766D	1	1	improved -9.4	improved	-9.4	#F8766D
#00BFC4	1	1	initial -9.2	initial	-9.2	#00BFC4
#F8766D	1	1	improved -9.2	improved	-9.2	#F8766D
#00BFC4	1	1	initial -9	initial	-9	#00BFC4
#F8766D	1	1	improved -9	improved	-9	#F8766D
#00BFC4	1	1	initial -8.8	initial	-8.8	#00BFC4
#F8766D	1	1	improved -8.8	improved	-8.8	#F8766D
#00BFC4	1	1	initial -8.6	initial	-8.6	#00BFC4
#F8766D	1	1	improved -8.6	improved	-8.6	#F8766D
#00BFC4	1	1	initial -8.4	initial	-8.4	#00BFC4
#F8766D	1	1	improved -8.4	improved	-8.4	#F8766D
#00BFC4	1	1	initial -8.2	initial	-8.2	#00BFC4
#F8766D	1	1	improved -8.2	improved	-8.2	#F8766D
#00BFC4	1	1	initial -8	initial	-8	#00BFC4
#F8766D	1	1	improved -8	improved	-8	#F8766D
#00BFC4	1	1	initial -7.8	initial	-7.8	#00BFC4
#F8766D	1	1	improved -7.8	improved	-7.8	#F8766D
#00BFC4	1	1	initial -7.6	initial	-7.6	#00BFC4
#F8766D	1	1	improved -7.6	improved	-7.6	#F8766D
#00BFC4	1	1	initial -7.4	initial	-7.4	#00BFC4
#F8766D	1	1	improved -7.4	improved	-7.4	#F8766D
#00BFC4	1	1	initial -7.2	initial	-7.2	#00BFC4
#F8766D	1	1	improved -7.2	improved	-7.2	#F8766D
#00BFC4	1	1	initial -7	initial	-7	#00BFC4
#F8766D	1	1	improved -7	improved	-7	#F8766D
#00BFC4	1	1	initial -6.8	initial	-6.8	#00BFC4
#F8766D	1	1	improved -6.8	improved	-6.8	#F8766D
#00BFC4	1	1	initial -6.6	initial	-6.6	#00BFC4
#F8766D	1	1	improved -6.6	improved	-6.6	#F8766D
#00BFC4	1	1	initial -6.4	initial	-6.4	#00BFC4
#F8766D	1	1	improved -6.4	improved	-6.4	#F8766D
#00BFC4	1	1	initial -6.2	initial	-6.2	#00BFC4
#F8766D	1	1	improved -6.2	improved	-6.2	#F8766D
#00BFC4	1	1	initial -6	initial	-6	#00BFC4
#F8766D	1	1	improved -6	improved	-6	#F8766D
#00BFC4	1	1	initial -5.8	initial	-5.8	#00BFC4
#F8766D	1	1	improved -5.8	improved	-5.8	#F8766D
#00BFC4	1	1	initial -5.6	initial	-5.6	#00BFC4
#F8766D	1	1	improved -5.6	improved	-5.6	#F8766D
#00BFC4	1	1	initial -5.4	initial	-5.4	#00BFC4
#F8766D	1	1	improved -5.4	improved	-5.4	#F8766D
#00BFC4	1	1	initial -5.2	initial	-5.2	#00BFC4
#F8766D	1	1	improved -5.2	improved	-5.2	#F8766D
#00BFC4	1	1	initial -5	initial	-5	#00BFC4
#F8766D	1	1	improved -5	improved	-5	#F8766D
#00BFC4	1	1	initial -4.8	initial	-4.8	#00BFC4
#F8766D	1	1	improved -4.8	improved	-4.8	#F8766D
#00BFC4	1	1	initial -4.6	initial	-4.6	#00BFC4
#F8766D	1	1	improved -4.6	improved	-4.6	#F8766D
#00BFC4	0.97979797979798	1	initial -4.4	initial	-4.4	#00BFC4
#F8766D	1	1	improved -4.4	improved	-4.4	#F8766D
#00BFC4	0.97979797979798	1	initial -4.2	initial	-4.2	#00BFC4
#F8766D	0.984848484848485	1	improved -4.2	improved	-4.2	#F8766D
#00BFC4	0.954545454545455	1	initial -4	initial	-4	#00BFC4
#F8766D	0.97979797979798	1	improved -4	improved	-4	#F8766D
#00BFC4	0.929292929292929	1	initial -3.8	initial	-3.8	#00BFC4
#F8766D	0.954545454545455	1	improved -3.8	improved	-3.8	#F8766D
#00BFC4	0.909090909090909	1	initial -3.6	initial	-3.6	#00BFC4
#F8766D	0.929292929292929	1	improved -3.6	improved	-3.6	#F8766D
#00BFC4	0.904040404040404	1	initial -3.4	initial	-3.4	#00BFC4
#F8766D	0.909090909090909	1	improved -3.4	improved	-3.4	#F8766D
#00BFC4	0.878787878787879	1	initial -3.2	initial	-3.2	#00BFC4
#F8766D	0.888888888888889	1	improved -3.2	improved	-3.2	#F8766D
#00BFC4	0.853535353535354	1	initial -3	initial	-3	#00BFC4
#F8766D	0.863636363636364	1	improved -3	improved	-3	#F8766D
#00BFC4	0.747474747474748	1	initial -2.8	initial	-2.8	#00BFC4
#F8766D	0.782828282828283	1	improved -2.8	improved	-2.8	#F8766D
#00BFC4	0.712121212121212	1	initial -2.6	initial	-2.6	#00BFC4
#F8766D	0.757575757575758	1	improved -2.6	improved	-2.6	#F8766D
#00BFC4	0.712121212121212	1	initial -2.4	initial	-2.4	#00BFC4
#F8766D	0.722222222222222	1	improved -2.4	improved	-2.4	#F8766D
#00BFC4	0.691919191919192	1	initial -2.2	initial	-2.2	#00BFC4
#F8766D	0.671717171717172	0.974358974358974	improved -2.2	improved	-2.2	#F8766D
#00BFC4	0.570707070707071	1	initial -2	initial	-2	#00BFC4
#F8766D	0.616161616161616	0.974358974358974	improved -2	improved	-2	#F8766D
#00BFC4	0.525252525252525	1	initial -1.8	initial	-1.8	#00BFC4
#F8766D	0.53030303030303	0.974358974358974	improved -1.8	improved	-1.8	#F8766D
#00BFC4	0.393939393939394	1	initial -1.6	initial	-1.6	#00BFC4
#F8766D	0.46969696969697	0.974358974358974	improved -1.6	improved	-1.6	#F8766D
#00BFC4	0.378787878787879	1	initial -1.4	initial	-1.4	#00BFC4
#F8766D	0.46969696969697	0.974358974358974	improved -1.4	improved	-1.4	#F8766D
#00BFC4	0.343434343434343	1	initial -1.2	initial	-1.2	#00BFC4
#F8766D	0.409090909090909	0.974358974358974	improved -1.2	improved	-1.2	#F8766D
#00BFC4	0.313131313131313	1	initial -1	initial	-1	#00BFC4
#F8766D	0.308080808080808	0.974358974358974	improved -1	improved	-1	#F8766D
#00BFC4	0.267676767676768	1	initial -0.799999999999999	initial	-0.799999999999999	#00BFC4
#F8766D	0.267676767676768	0.974358974358974	improved -0.799999999999999	improved	-0.799999999999999	#F8766D
#00BFC4	0.212121212121212	1	initial -0.6	initial	-0.6	#00BFC4
#F8766D	0.242424242424242	0.974358974358974	improved -0.6	improved	-0.6	#F8766D
#00BFC4	0.181818181818182	1	initial -0.399999999999999	initial	-0.399999999999999	#00BFC4
#F8766D	0.196969696969697	0.974358974358974	improved -0.399999999999999	improved	-0.399999999999999	#F8766D
#00BFC4	0.151515151515152	1	initial -0.199999999999999	initial	-0.199999999999999	#00BFC4
#F8766D	0.181818181818182	0.974358974358974	improved -0.199999999999999	improved	-0.199999999999999	#F8766D
#00BFC4	0.111111111111111	1	initial 0	initial	0	#00BFC4
#F8766D	0.161616161616162	0.974358974358974	improved 0	improved	0	#F8766D
#00BFC4	0.116161616161616	0.897435897435897	initial 0.200000000000001	initial	0.200000000000001	#00BFC4
#F8766D	0.136363636363636	0.948717948717949	improved 0.200000000000001	improved	0.200000000000001	#F8766D
#00BFC4	0.0909090909090909	0.846153846153846	initial 0.4	initial	0.4	#00BFC4
#F8766D	0.116161616161616	0.923076923076923	improved 0.4	improved	0.4	#F8766D
#00BFC4	0.0858585858585859	0.769230769230769	initial 0.600000000000001	initial	0.600000000000001	#00BFC4
#F8766D	0.141414141414141	0.884615384615385	improved 0.600000000000001	improved	0.600000000000001	#F8766D
#00BFC4	0.0757575757575758	0.730769230769231	initial 0.800000000000001	initial	0.800000000000001	#00BFC4
#F8766D	0.121212121212121	0.846153846153846	improved 0.800000000000001	improved	0.800000000000001	#F8766D
#00BFC4	0.0505050505050505	0.705128205128205	initial 1	initial	1	#00BFC4
#F8766D	0.0353535353535354	0.730769230769231	improved 1	improved	1	#F8766D
#00BFC4	0.0404040404040404	0.525641025641026	initial 1.2	initial	1.2	#00BFC4
#F8766D	0.0303030303030303	0.576923076923077	improved 1.2	improved	1.2	#F8766D
#00BFC4	0.0404040404040404	0.448717948717949	initial 1.4	initial	1.4	#00BFC4
#F8766D	0.0202020202020202	0.551282051282051	improved 1.4	improved	1.4	#F8766D
#00BFC4	0.0353535353535354	0.41025641025641	initial 1.6	initial	1.6	#00BFC4
#F8766D	0.0101010101010101	0.512820512820513	improved 1.6	improved	1.6	#F8766D
#00BFC4	0.0353535353535354	0.333333333333333	initial 1.8	initial	1.8	#00BFC4
#F8766D	0.0101010101010101	0.461538461538462	improved 1.8	improved	1.8	#F8766D
#00BFC4	0.0353535353535354	0.256410256410256	initial 2	initial	2	#00BFC4
#F8766D	0	0.358974358974359	improved 2	improved	2	#F8766D
#00BFC4	0.0252525252525253	0.256410256410256	initial 2.2	initial	2.2	#00BFC4
#F8766D	0	0.307692307692308	improved 2.2	improved	2.2	#F8766D
#00BFC4	0.0252525252525253	0.256410256410256	initial 2.4	initial	2.4	#00BFC4
#F8766D	0	0.256410256410256	improved 2.4	improved	2.4	#F8766D
#00BFC4	0.0252525252525253	0.230769230769231	initial 2.6	initial	2.6	#00BFC4
#F8766D	0	0.230769230769231	improved 2.6	improved	2.6	#F8766D
#00BFC4	0.0252525252525253	0.230769230769231	initial 2.8	initial	2.8	#00BFC4
#F8766D	0	0.230769230769231	improved 2.8	improved	2.8	#F8766D
#00BFC4	0.0606060606060606	0.230769230769231	initial 3	initial	3	#00BFC4
#F8766D	0	0.230769230769231	improved 3	improved	3	#F8766D
#00BFC4	0.0606060606060606	0.205128205128205	initial 3.2	initial	3.2	#00BFC4
#F8766D	0	0.205128205128205	improved 3.2	improved	3.2	#F8766D
#00BFC4	0	0.0769230769230769	initial 3.4	initial	3.4	#00BFC4
#F8766D	0	0.205128205128205	improved 3.4	improved	3.4	#F8766D
#00BFC4	0	0.0769230769230769	initial 3.6	initial	3.6	#00BFC4
#F8766D	0	0.205128205128205	improved 3.6	improved	3.6	#F8766D
#00BFC4	0	0.0512820512820513	initial 3.8	initial	3.8	#00BFC4
