colour	x	y	key	showSelectedlegendcolour	clickSelects	fill
#00BFC4	1	1	initial -10	initial	-10	#00BFC4
#F8766D	1	1	improved -10	improved	-10	#F8766D
#00BFC4	1	1	initial -9.8	initial	-9.8	#00BFC4
#F8766D	1	1	improved -9.8	improved	-9.8	#F8766D
#00BFC4	1	1	initial -9.6	initial	-9.6	#00BFC4
#F8766D	1	1	improved -9.6	improved	-9.6	#F8766D
#00BFC4	1	1	initial -9.4	initial	-9.4	#00BFC4
#F8766D	1	1	improved -9.4	improved	-9.4	#F8766D
#00BFC4	1	1	initial -9.2	initial	-9.2	#00BFC4
#F8766D	1	1	improved -9.2	improved	-9.2	#F8766D
#00BFC4	1	1	initial -9	initial	-9	#00BFC4
#F8766D	1	1	improved -9	improved	-9	#F8766D
#00BFC4	1	1	initial -8.8	initial	-8.8	#00BFC4
#F8766D	1	1	improved -8.8	improved	-8.8	#F8766D
#00BFC4	1	1	initial -8.6	initial	-8.6	#00BFC4
#F8766D	1	1	improved -8.6	improved	-8.6	#F8766D
#00BFC4	1	1	initial -8.4	initial	-8.4	#00BFC4
#F8766D	1	1	improved -8.4	improved	-8.4	#F8766D
#00BFC4	1	1	initial -8.2	initial	-8.2	#00BFC4
#F8766D	1	1	improved -8.2	improved	-8.2	#F8766D
#00BFC4	1	1	initial -8	initial	-8	#00BFC4
#F8766D	1	1	improved -8	improved	-8	#F8766D
#00BFC4	1	1	initial -7.8	initial	-7.8	#00BFC4
#F8766D	1	1	improved -7.8	improved	-7.8	#F8766D
#00BFC4	1	1	initial -7.6	initial	-7.6	#00BFC4
#F8766D	1	1	improved -7.6	improved	-7.6	#F8766D
#00BFC4	1	1	initial -7.4	initial	-7.4	#00BFC4
#F8766D	1	1	improved -7.4	improved	-7.4	#F8766D
#00BFC4	1	1	initial -7.2	initial	-7.2	#00BFC4
#F8766D	1	1	improved -7.2	improved	-7.2	#F8766D
#00BFC4	1	1	initial -7	initial	-7	#00BFC4
#F8766D	1	1	improved -7	improved	-7	#F8766D
#00BFC4	1	1	initial -6.8	initial	-6.8	#00BFC4
#F8766D	1	1	improved -6.8	improved	-6.8	#F8766D
#00BFC4	1	1	initial -6.6	initial	-6.6	#00BFC4
#F8766D	1	1	improved -6.6	improved	-6.6	#F8766D
#00BFC4	1	1	initial -6.4	initial	-6.4	#00BFC4
#F8766D	1	1	improved -6.4	improved	-6.4	#F8766D
#00BFC4	1	1	initial -6.2	initial	-6.2	#00BFC4
#F8766D	1	1	improved -6.2	improved	-6.2	#F8766D
#00BFC4	1	1	initial -6	initial	-6	#00BFC4
#F8766D	1	1	improved -6	improved	-6	#F8766D
#00BFC4	1	1	initial -5.8	initial	-5.8	#00BFC4
#F8766D	1	1	improved -5.8	improved	-5.8	#F8766D
#00BFC4	1	1	initial -5.6	initial	-5.6	#00BFC4
#F8766D	1	1	improved -5.6	improved	-5.6	#F8766D
#00BFC4	0.986394557823129	1	initial -5.4	initial	-5.4	#00BFC4
#F8766D	0.986394557823129	1	improved -5.4	improved	-5.4	#F8766D
#00BFC4	0.979591836734694	1	initial -5.2	initial	-5.2	#00BFC4
#F8766D	0.979591836734694	1	improved -5.2	improved	-5.2	#F8766D
#00BFC4	0.952380952380952	1	initial -5	initial	-5	#00BFC4
#F8766D	0.952380952380952	1	improved -5	improved	-5	#F8766D
#00BFC4	0.884353741496599	1	initial -4.8	initial	-4.8	#00BFC4
#F8766D	0.884353741496599	1	improved -4.8	improved	-4.8	#F8766D
#00BFC4	0.884353741496599	1	initial -4.6	initial	-4.6	#00BFC4
#F8766D	0.884353741496599	1	improved -4.6	improved	-4.6	#F8766D
#00BFC4	0.857142857142857	1	initial -4.4	initial	-4.4	#00BFC4
#F8766D	0.857142857142857	1	improved -4.4	improved	-4.4	#F8766D
#00BFC4	0.80952380952381	1	initial -4.2	initial	-4.2	#00BFC4
#F8766D	0.80952380952381	1	improved -4.2	improved	-4.2	#F8766D
#00BFC4	0.72108843537415	1	initial -4	initial	-4	#00BFC4
#F8766D	0.72108843537415	1	improved -4	improved	-4	#F8766D
#00BFC4	0.707482993197279	1	initial -3.8	initial	-3.8	#00BFC4
#F8766D	0.707482993197279	1	improved -3.8	improved	-3.8	#F8766D
#00BFC4	0.639455782312925	1	initial -3.6	initial	-3.6	#00BFC4
#F8766D	0.639455782312925	1	improved -3.6	improved	-3.6	#F8766D
#00BFC4	0.605442176870748	1	initial -3.4	initial	-3.4	#00BFC4
#F8766D	0.605442176870748	1	improved -3.4	improved	-3.4	#F8766D
#00BFC4	0.54421768707483	1	initial -3.2	initial	-3.2	#00BFC4
#F8766D	0.54421768707483	1	improved -3.2	improved	-3.2	#F8766D
#00BFC4	0.496598639455782	1	initial -3	initial	-3	#00BFC4
#F8766D	0.496598639455782	1	improved -3	improved	-3	#F8766D
#00BFC4	0.442176870748299	1	initial -2.8	initial	-2.8	#00BFC4
#F8766D	0.442176870748299	1	improved -2.8	improved	-2.8	#F8766D
#00BFC4	0.387755102040816	1	initial -2.6	initial	-2.6	#00BFC4
#F8766D	0.387755102040816	1	improved -2.6	improved	-2.6	#F8766D
#00BFC4	0.353741496598639	1	initial -2.4	initial	-2.4	#00BFC4
#F8766D	0.353741496598639	1	improved -2.4	improved	-2.4	#F8766D
#00BFC4	0.333333333333333	1	initial -2.2	initial	-2.2	#00BFC4
#F8766D	0.333333333333333	1	improved -2.2	improved	-2.2	#F8766D
#00BFC4	0.292517006802721	1	initial -2	initial	-2	#00BFC4
#F8766D	0.292517006802721	1	improved -2	improved	-2	#F8766D
#00BFC4	0.272108843537415	1	initial -1.8	initial	-1.8	#00BFC4
#F8766D	0.272108843537415	1	improved -1.8	improved	-1.8	#F8766D
#00BFC4	0.224489795918367	1	initial -1.6	initial	-1.6	#00BFC4
#F8766D	0.224489795918367	1	improved -1.6	improved	-1.6	#F8766D
#00BFC4	0.156462585034014	1	initial -1.4	initial	-1.4	#00BFC4
#F8766D	0.156462585034014	1	improved -1.4	improved	-1.4	#F8766D
#00BFC4	0.122448979591837	1	initial -1.2	initial	-1.2	#00BFC4
#F8766D	0.122448979591837	1	improved -1.2	improved	-1.2	#F8766D
#00BFC4	0.0816326530612245	1	initial -1	initial	-1	#00BFC4
#F8766D	0.0816326530612245	1	improved -1	improved	-1	#F8766D
#00BFC4	0.0136054421768707	1	initial -0.799999999999999	initial	-0.799999999999999	#00BFC4
#F8766D	0.0136054421768707	1	improved -0.799999999999999	improved	-0.799999999999999	#F8766D
#00BFC4	0.00680272108843537	1	initial -0.6	initial	-0.6	#00BFC4
#F8766D	0.00680272108843537	1	improved -0.6	improved	-0.6	#F8766D
#00BFC4	0	1	initial -0.399999999999999	initial	-0.399999999999999	#00BFC4
#F8766D	0	1	improved -0.399999999999999	improved	-0.399999999999999	#F8766D
#00BFC4	0	1	initial -0.199999999999999	initial	-0.199999999999999	#00BFC4
#F8766D	0	1	improved -0.199999999999999	improved	-0.199999999999999	#F8766D
#00BFC4	0	1	initial 0	initial	0	#00BFC4
#F8766D	0	1	improved 0	improved	0	#F8766D
#00BFC4	0	1	initial 0.200000000000001	initial	0.200000000000001	#00BFC4
#F8766D	0	1	improved 0.200000000000001	improved	0.200000000000001	#F8766D
#00BFC4	0	1	initial 0.4	initial	0.4	#00BFC4
#F8766D	0	1	improved 0.4	improved	0.4	#F8766D
#00BFC4	0	0.978723404255319	initial 0.600000000000001	initial	0.600000000000001	#00BFC4
#F8766D	0	0.978723404255319	improved 0.600000000000001	improved	0.600000000000001	#F8766D
#00BFC4	0	0.957446808510638	initial 0.800000000000001	initial	0.800000000000001	#00BFC4
#F8766D	0	0.957446808510638	improved 0.800000000000001	improved	0.800000000000001	#F8766D
#00BFC4	0	0.787234042553192	initial 1	initial	1	#00BFC4
#F8766D	0	0.787234042553192	improved 1	improved	1	#F8766D
#00BFC4	0	0.595744680851064	initial 1.2	initial	1.2	#00BFC4
#F8766D	0	0.595744680851064	improved 1.2	improved	1.2	#F8766D
#00BFC4	0	0.5	initial 1.4	initial	1.4	#00BFC4
#F8766D	0	0.5	improved 1.4	improved	1.4	#F8766D
#00BFC4	0	0.361702127659575	initial 1.6	initial	1.6	#00BFC4
#F8766D	0	0.361702127659575	improved 1.6	improved	1.6	#F8766D
#00BFC4	0	0.106382978723404	initial 1.8	initial	1.8	#00BFC4
#F8766D	0	0.106382978723404	improved 1.8	improved	1.8	#F8766D
#00BFC4	0	0.0957446808510638	initial 2	initial	2	#00BFC4
#F8766D	0	0.0957446808510638	improved 2	improved	2	#F8766D
#00BFC4	0	0.0531914893617021	initial 2.2	initial	2.2	#00BFC4
#F8766D	0	0.0531914893617021	improved 2.2	improved	2.2	#F8766D
#00BFC4	0	0.0319148936170213	initial 2.4	initial	2.4	#00BFC4
#F8766D	0	0.0319148936170213	improved 2.4	improved	2.4	#F8766D
#00BFC4	0	0	initial 2.6	initial	2.6	#00BFC4
#F8766D	0	0	improved 2.6	improved	2.6	#F8766D
#00BFC4	0	0	initial 2.8	initial	2.8	#00BFC4
#F8766D	0	0	improved 2.8	improved	2.8	#F8766D
#00BFC4	0	0	initial 3	initial	3	#00BFC4
#F8766D	0	0	improved 3	improved	3	#F8766D
#00BFC4	0	0	initial 3.2	initial	3.2	#00BFC4
#F8766D	0	0	improved 3.2	improved	3.2	#F8766D
#00BFC4	0	0	initial 3.4	initial	3.4	#00BFC4
#F8766D	0	0	improved 3.4	improved	3.4	#F8766D
#00BFC4	0	0	initial 3.6	initial	3.6	#00BFC4
#F8766D	0	0	improved 3.6	improved	3.6	#F8766D
#00BFC4	0	0	initial 3.8	initial	3.8	#00BFC4
#F8766D	0	0	improved 3.8	improved	3.8	#F8766D
#00BFC4	0	0	initial 4	initial	4	#00BFC4
#F8766D	0	0	improved 4	improved	4	#F8766D
#00BFC4	0	0	initial 4.2	initial	4.2	#00BFC4
#F8766D	0	0	improved 4.2	improved	4.2	#F8766D
#00BFC4	0	0	initial 4.4	initial	4.4	#00BFC4
#F8766D	0	0	improved 4.4	improved	4.4	#F8766D
#00BFC4	0	0	initial 4.6	initial	4.6	#00BFC4
#F8766D	0	0	improved 4.6	improved	4.6	#F8766D
#00BFC4	0	0	initial 4.8	initial	4.8	#00BFC4
