colour	x	y	key	showSelectedlegendcolour	clickSelects	fill
#00BFC4	1	1	initial -10	initial	-10	#00BFC4
#F8766D	1	1	improved -10	improved	-10	#F8766D
#00BFC4	1	1	initial -9.8	initial	-9.8	#00BFC4
#F8766D	1	1	improved -9.8	improved	-9.8	#F8766D
#00BFC4	1	1	initial -9.6	initial	-9.6	#00BFC4
#F8766D	1	1	improved -9.6	improved	-9.6	#F8766D
#00BFC4	1	1	initial -9.4	initial	-9.4	#00BFC4
#F8766D	1	1	improved -9.4	improved	-9.4	#F8766D
#00BFC4	1	1	initial -9.2	initial	-9.2	#00BFC4
#F8766D	1	1	improved -9.2	improved	-9.2	#F8766D
#00BFC4	1	1	initial -9	initial	-9	#00BFC4
#F8766D	1	1	improved -9	improved	-9	#F8766D
#00BFC4	1	1	initial -8.8	initial	-8.8	#00BFC4
#F8766D	1	1	improved -8.8	improved	-8.8	#F8766D
#00BFC4	1	1	initial -8.6	initial	-8.6	#00BFC4
#F8766D	1	1	improved -8.6	improved	-8.6	#F8766D
#00BFC4	1	1	initial -8.4	initial	-8.4	#00BFC4
#F8766D	1	1	improved -8.4	improved	-8.4	#F8766D
#00BFC4	1	1	initial -8.2	initial	-8.2	#00BFC4
#F8766D	1	1	improved -8.2	improved	-8.2	#F8766D
#00BFC4	1	1	initial -8	initial	-8	#00BFC4
#F8766D	1	1	improved -8	improved	-8	#F8766D
#00BFC4	1	1	initial -7.8	initial	-7.8	#00BFC4
#F8766D	1	1	improved -7.8	improved	-7.8	#F8766D
#00BFC4	1	1	initial -7.6	initial	-7.6	#00BFC4
#F8766D	1	1	improved -7.6	improved	-7.6	#F8766D
#00BFC4	1	1	initial -7.4	initial	-7.4	#00BFC4
#F8766D	1	1	improved -7.4	improved	-7.4	#F8766D
#00BFC4	1	1	initial -7.2	initial	-7.2	#00BFC4
#F8766D	1	1	improved -7.2	improved	-7.2	#F8766D
#00BFC4	1	1	initial -7	initial	-7	#00BFC4
#F8766D	1	1	improved -7	improved	-7	#F8766D
#00BFC4	1	1	initial -6.8	initial	-6.8	#00BFC4
#F8766D	1	1	improved -6.8	improved	-6.8	#F8766D
#00BFC4	1	1	initial -6.6	initial	-6.6	#00BFC4
#F8766D	1	1	improved -6.6	improved	-6.6	#F8766D
#00BFC4	1	1	initial -6.4	initial	-6.4	#00BFC4
#F8766D	1	1	improved -6.4	improved	-6.4	#F8766D
#00BFC4	1	1	initial -6.2	initial	-6.2	#00BFC4
#F8766D	1	1	improved -6.2	improved	-6.2	#F8766D
#00BFC4	1	1	initial -6	initial	-6	#00BFC4
#F8766D	1	1	improved -6	improved	-6	#F8766D
#00BFC4	1	1	initial -5.8	initial	-5.8	#00BFC4
#F8766D	1	1	improved -5.8	improved	-5.8	#F8766D
#00BFC4	1	1	initial -5.6	initial	-5.6	#00BFC4
#F8766D	1	1	improved -5.6	improved	-5.6	#F8766D
#00BFC4	1	1	initial -5.4	initial	-5.4	#00BFC4
#F8766D	1	1	improved -5.4	improved	-5.4	#F8766D
#00BFC4	1	1	initial -5.2	initial	-5.2	#00BFC4
#F8766D	1	1	improved -5.2	improved	-5.2	#F8766D
#00BFC4	1	1	initial -5	initial	-5	#00BFC4
#F8766D	1	1	improved -5	improved	-5	#F8766D
#00BFC4	1	1	initial -4.8	initial	-4.8	#00BFC4
#F8766D	1	1	improved -4.8	improved	-4.8	#F8766D
#00BFC4	0.997530864197531	1	initial -4.6	initial	-4.6	#00BFC4
#F8766D	0.997530864197531	1	improved -4.6	improved	-4.6	#F8766D
#00BFC4	0.992592592592593	1	initial -4.4	initial	-4.4	#00BFC4
#F8766D	0.997530864197531	1	improved -4.4	improved	-4.4	#F8766D
#00BFC4	0.985185185185185	1	initial -4.2	initial	-4.2	#00BFC4
#F8766D	0.992592592592593	1	improved -4.2	improved	-4.2	#F8766D
#00BFC4	0.97283950617284	1	initial -4	initial	-4	#00BFC4
#F8766D	0.982716049382716	1	improved -4	improved	-4	#F8766D
#00BFC4	0.950617283950617	1	initial -3.8	initial	-3.8	#00BFC4
#F8766D	0.967901234567901	1	improved -3.8	improved	-3.8	#F8766D
#00BFC4	0.908641975308642	1	initial -3.6	initial	-3.6	#00BFC4
#F8766D	0.94320987654321	1	improved -3.6	improved	-3.6	#F8766D
#00BFC4	0.851851851851852	0.99625468164794	initial -3.4	initial	-3.4	#00BFC4
#F8766D	0.888888888888889	1	improved -3.4	improved	-3.4	#F8766D
#00BFC4	0.795061728395062	0.99625468164794	initial -3.2	initial	-3.2	#00BFC4
#F8766D	0.834567901234568	1	improved -3.2	improved	-3.2	#F8766D
#00BFC4	0.711111111111111	0.99625468164794	initial -3	initial	-3	#00BFC4
#F8766D	0.762962962962963	1	improved -3	improved	-3	#F8766D
#00BFC4	0.651851851851852	0.99250936329588	initial -2.8	initial	-2.8	#00BFC4
#F8766D	0.696296296296296	1	improved -2.8	improved	-2.8	#F8766D
#00BFC4	0.617283950617284	0.99250936329588	initial -2.6	initial	-2.6	#00BFC4
#F8766D	0.674074074074074	1	improved -2.6	improved	-2.6	#F8766D
#00BFC4	0.567901234567901	0.99250936329588	initial -2.4	initial	-2.4	#00BFC4
#F8766D	0.617283950617284	1	improved -2.4	improved	-2.4	#F8766D
#00BFC4	0.483950617283951	0.99250936329588	initial -2.2	initial	-2.2	#00BFC4
#F8766D	0.553086419753086	1	improved -2.2	improved	-2.2	#F8766D
#00BFC4	0.402469135802469	0.99250936329588	initial -2	initial	-2	#00BFC4
#F8766D	0.474074074074074	1	improved -2	improved	-2	#F8766D
#00BFC4	0.335802469135802	0.99250936329588	initial -1.8	initial	-1.8	#00BFC4
#F8766D	0.407407407407407	1	improved -1.8	improved	-1.8	#F8766D
#00BFC4	0.274074074074074	0.99250936329588	initial -1.6	initial	-1.6	#00BFC4
#F8766D	0.345679012345679	1	improved -1.6	improved	-1.6	#F8766D
#00BFC4	0.217283950617284	0.99250936329588	initial -1.4	initial	-1.4	#00BFC4
#F8766D	0.288888888888889	1	improved -1.4	improved	-1.4	#F8766D
#00BFC4	0.180246913580247	0.99250936329588	initial -1.2	initial	-1.2	#00BFC4
#F8766D	0.239506172839506	1	improved -1.2	improved	-1.2	#F8766D
#00BFC4	0.148148148148148	0.99250936329588	initial -1	initial	-1	#00BFC4
#F8766D	0.224691358024691	1	improved -1	improved	-1	#F8766D
#00BFC4	0.130864197530864	0.99250936329588	initial -0.799999999999999	initial	-0.799999999999999	#00BFC4
#F8766D	0.209876543209877	1	improved -0.799999999999999	improved	-0.799999999999999	#F8766D
#00BFC4	0.123456790123457	0.99250936329588	initial -0.6	initial	-0.6	#00BFC4
#F8766D	0.192592592592593	1	improved -0.6	improved	-0.6	#F8766D
#00BFC4	0.0962962962962963	0.99250936329588	initial -0.399999999999999	initial	-0.399999999999999	#00BFC4
#F8766D	0.180246913580247	1	improved -0.399999999999999	improved	-0.399999999999999	#F8766D
#00BFC4	0.0666666666666667	0.99250936329588	initial -0.199999999999999	initial	-0.199999999999999	#00BFC4
#F8766D	0.167901234567901	1	improved -0.199999999999999	improved	-0.199999999999999	#F8766D
#00BFC4	0.0469135802469136	0.99250936329588	initial 0	initial	0	#00BFC4
#F8766D	0.160493827160494	1	improved 0	improved	0	#F8766D
#00BFC4	0.0444444444444444	0.962546816479401	initial 0.200000000000001	initial	0.200000000000001	#00BFC4
#F8766D	0.145679012345679	1	improved 0.200000000000001	improved	0.200000000000001	#F8766D
#00BFC4	0.037037037037037	0.936329588014981	initial 0.4	initial	0.4	#00BFC4
#F8766D	0.133333333333333	0.99625468164794	improved 0.4	improved	0.4	#F8766D
#00BFC4	0.0345679012345679	0.921348314606742	initial 0.600000000000001	initial	0.600000000000001	#00BFC4
#F8766D	0.118518518518519	0.99625468164794	improved 0.600000000000001	improved	0.600000000000001	#F8766D
#00BFC4	0.0345679012345679	0.917602996254682	initial 0.800000000000001	initial	0.800000000000001	#00BFC4
#F8766D	0.0987654320987654	0.99625468164794	improved 0.800000000000001	improved	0.800000000000001	#F8766D
#00BFC4	0.0320987654320988	0.887640449438202	initial 1	initial	1	#00BFC4
#F8766D	0.0814814814814815	0.98876404494382	improved 1	improved	1	#F8766D
#00BFC4	0.037037037037037	0.838951310861423	initial 1.2	initial	1.2	#00BFC4
#F8766D	0.0765432098765432	0.973782771535581	improved 1.2	improved	1.2	#F8766D
#00BFC4	0.0518518518518519	0.782771535580524	initial 1.4	initial	1.4	#00BFC4
#F8766D	0.0641975308641975	0.940074906367041	improved 1.4	improved	1.4	#F8766D
#00BFC4	0.0740740740740741	0.674157303370787	initial 1.6	initial	1.6	#00BFC4
#F8766D	0.0617283950617284	0.850187265917603	improved 1.6	improved	1.6	#F8766D
#00BFC4	0.0790123456790123	0.614232209737828	initial 1.8	initial	1.8	#00BFC4
#F8766D	0.0493827160493827	0.621722846441948	improved 1.8	improved	1.8	#F8766D
#00BFC4	0.0814814814814815	0.535580524344569	initial 2	initial	2	#00BFC4
#F8766D	0.0518518518518519	0.550561797752809	improved 2	improved	2	#F8766D
#00BFC4	0.0962962962962963	0.434456928838951	initial 2.2	initial	2.2	#00BFC4
#F8766D	0.0666666666666667	0.453183520599251	improved 2.2	improved	2.2	#F8766D
#00BFC4	0.106172839506173	0.355805243445693	initial 2.4	initial	2.4	#00BFC4
#F8766D	0.0765432098765432	0.400749063670412	improved 2.4	improved	2.4	#F8766D
#00BFC4	0.111111111111111	0.322097378277154	initial 2.6	initial	2.6	#00BFC4
#F8766D	0.0814814814814815	0.385767790262172	improved 2.6	improved	2.6	#F8766D
#00BFC4	0.116049382716049	0.292134831460674	initial 2.8	initial	2.8	#00BFC4
#F8766D	0.0864197530864198	0.348314606741573	improved 2.8	improved	2.8	#F8766D
#00BFC4	0.103703703703704	0.243445692883895	initial 3	initial	3	#00BFC4
#F8766D	0.0740740740740741	0.314606741573034	improved 3	improved	3	#F8766D
#00BFC4	0.0888888888888889	0.198501872659176	initial 3.2	initial	3.2	#00BFC4
#F8766D	0.0592592592592593	0.243445692883895	improved 3.2	improved	3.2	#F8766D
#00BFC4	0.0641975308641975	0.149812734082397	initial 3.4	initial	3.4	#00BFC4
#F8766D	0.0345679012345679	0.187265917602996	improved 3.4	improved	3.4	#F8766D
